"date","client","revenue","salary_avg","country","payment"
"2020-07-01","UBO",9194.21,2949.22,"Brazil","cash"
"2019-02-01","advantagehayoor",8874.79,2829.79,"United States","cash"
"2019-06-01","jatalijatali",7483.56,2649.92,"Brazil","cash"
"2020-01-01","madisonjackson123",9313.06,2980.29,"Brazil","cash"
"2019-07-01","lifeaj130",5879.5,1736.74,"Brazil","cash"
"2019-02-01","nataliechen567",7578.96,2585.05,"United States","cash"
"2019-04-01","chrisdavis890",8218.37,1436.5,"Brazil","paypal"
"2019-01-01","UBO",4976.43,1965.45,"United States","cash"
"2020-03-01","brianjohnson654",7710.03,2941.35,"Brazil","cash"
"2019-01-01","UBO",8279.82,1114.24,"Brazil","cash"
"2020-05-01","meganjackson789",10370.77,2450.22,"United States","paypal"
"2019-04-01","robertmartin567",6750.69,1740.58,"Brazil","cash"
"2019-06-01","samanthawilliams234",6914.54,1340.14,"Chile","cash"
"2019-06-01","laurasmith456",9857.58,3041.15,"United States","fiverr"
"2019-04-01","andrewgarcia456",8431.92,3510.63,"United States","cash"
"2020-03-01","UBO",3818.07,2863.1,"Brazil","cash"
"2020-12-01","meganjackson789",9865.91,1920.99,"Brazil","cash"
"2020-09-01","ashleytaylor321",5876.22,2367.04,"United States","fiverr"
"2020-12-01","williamnguyen123",8502.09,1664.55,"Brazil","cash"
"2020-08-01","johndoe123",7742.44,1725.76,"United States","cash"
"2019-09-01","laurasmith456",10741.82,3796.27,"Brazil","cash"
"2019-09-01","mattmiller234",6239.84,2587.88,"United States","cash"
"2019-03-01","nataliechen567",9051.83,464.65,"Brazil","fiverr"
"2019-04-01","UDLA",10683.93,2038.86,"Brazil","cash"
"2019-05-01","madisonjackson123",8410.55,1671.61,"Brazil","cash"
"2019-12-01","danielrivera321",9482.91,856.45,"United States","cash"
"2019-11-01","danielrivera321",2621.49,2349.81,"United States","cash"
"2020-10-01","UDLA",9467.92,2783.38,"Brazil","cash"
"2019-01-01","UDLA",6797.5,4395.23,"United States","cash"
"2019-10-01","jatalijatali",5168.11,2311.26,"Brazil","paypal"
"2020-08-01","UDLA",9076.04,2664.49,"Brazil","cash"
"2019-01-01","Larry SDF",10653.87,960.22,"United States","cash"
"2019-06-01","victoriajones321",5043.63,4220.5,"United States","cash"
"2020-09-01","josephrivera789",6304.89,2774.02,"United States","cash"
"2019-02-01","peterpark789",10715.35,3493.83,"Brazil","fiverr"
"2020-12-01","johndoe123",5068.72,2707.53,"Brazil","fiverr"
"2020-10-01","samanthawilliams234",6506.39,1187.09,"Brazil","fiverr"
"2019-08-01","peterpark789",8296.37,1830.37,"United States","cash"
"2019-05-01","hueydog1",5432.66,2911.35,"Brazil","cash"
"2019-12-01","lifeaj130",9047.3,2566.6,"Brazil","cash"
"2020-04-01","lifeaj130",8795.34,2015.64,"United States","fiverr"
"2019-12-01","UBO",9626.85,1401.49,"United States","cash"
"2019-04-01","hueydog1",5534.7,3282.74,"United States","paypal"
"2019-09-01","kaylamartinez987",7140.79,4313.87,"Brazil","cash"
"2020-06-01","nataliechen567",9417.65,3390.8,"United States","paypal"
"2020-06-01","jatalijatali",9555.43,1726.22,"Brazil","paypal"
"2020-10-01","ashleytaylor321",11484.15,1183.57,"Brazil","fiverr"
"2020-11-01","lifeaj130",5919.31,2634.46,"Brazil","paypal"
"2019-05-01","peterpark789",8031.98,2522.5,"Brazil","cash"
"2019-05-01","tt_gta",7365.62,4506.44,"Spain","cash"
"2019-05-01","UDLA",11451.07,3041.87,"United States","cash"
"2020-12-01","johndoe123",7536.99,4071.92,"Brazil","fiverr"
"2020-12-01","jessicawong987",12540.4,2942.48,"Brazil","cash"
"2020-07-01","UBO",4773.64,2280.81,"Brazil","fiverr"
"2020-11-01","lifeaj130",5274.44,2751.7,"Brazil","cash"
"2020-08-01","kaylamartinez987",8199.18,856.38,"Brazil","cash"
"2020-07-01","rebeccakelly",6803.25,2533.49,"Brazil","cash"
"2020-09-01","brianjohnson654",5705.26,1983.83,"United States","fiverr"
"2020-08-01","jessicawong987",7861.44,1148.39,"United States","cash"
"2020-02-01","UDLA",4872.99,3383.56,"United States","fiverr"
"2019-01-01","jatalijatali",10099.23,2163.44,"United States","cash"
"2019-12-01","UDLA",8872.75,3000.73,"Brazil","cash"
"2019-06-01","rebeccakelly",11906.9,3765.66,"Brazil","cash"
"2019-03-01","UDLA",8190.93,1209.98,"United States","paypal"
"2019-07-01","advantagehayoor",8721.68,998.95,"United States","cash"
"2020-10-01","meganjackson789",6720.83,1036.37,"Brazil","cash"
"2020-11-01","josephrivera789",7820.58,1692.76,"Brazil","paypal"
"2020-09-01","ryanmiller654",9862.81,1848.36,"United States","cash"
"2020-09-01","kaylamartinez987",11725.88,3018.54,"Brazil","fiverr"
"2019-03-01","UBO",12595.87,1617.52,"United States","fiverr"
"2019-07-01","UBO",6464.08,2404.75,"United States","fiverr"
"2020-05-01","rebeccakelly",7951.11,2779.94,"Brazil","paypal"
"2019-05-01","UDLA",5803.56,2218.8,"Brazil","fiverr"
"2020-08-01","brandicasey39",10740.32,873.87,"Brazil","paypal"
"2019-02-01","brianjohnson654",7106.95,1690.14,"Brazil","cash"
"2020-01-01","johndoe123",6405.81,2573.33,"Brazil","cash"
"2019-12-01","UDLA",6021.83,2937.27,"Germany","cash"
"2020-05-01","UBO",8949.99,2986.79,"Brazil","cash"
"2020-12-01","thomasdavis234",7685.79,1926.77,"United States","cash"
"2019-01-01","UBO",8391.72,3112.22,"Brazil","paypal"
"2019-02-01","UDLA",6216.33,1892.75,"Chile","cash"
"2020-09-01","laurasmith456",6082.66,3232.85,"Brazil","cash"
"2019-06-01","brandicasey39",8733.41,3576.15,"Brazil","cash"
"2020-05-01","UDLA",6564.08,2878.69,"Brazil","fiverr"
"2019-11-01","UBO",8494.45,3007.52,"United States","cash"
"2019-02-01","lifeaj130",9111.99,3127.96,"Brazil","cash"
"2019-01-01","lifeaj130",7502.88,1900.02,"United States","paypal"
"2020-05-01","jenniferbrown890",10163.07,945.25,"Brazil","fiverr"
"2019-04-01","jatalijatali",7882.41,828.78,"United States","paypal"
"2020-01-01","UDLA",9722.84,2984.34,"United States","cash"
"2019-01-01","UDLA",6909.29,1537.81,"Spain","cash"
"2020-11-01","UDLA",9854.35,5267.44,"United States","paypal"
"2020-04-01","madisonjackson123",9002.88,1786.51,"Brazil","cash"
"2019-08-01","danielrivera321",7547.95,2044.13,"Brazil","cash"
"2019-12-01","victoriajones321",8007.02,2356.68,"Brazil","fiverr"
"2019-04-01","ericgarcia890",6791.06,804.58,"United States","cash"
"2020-03-01","josephrivera789",8685.59,1081.94,"Chile","cash"
"2019-03-01","olivialopez567",7398.3,2237.66,"Brazil","cash"
"2019-04-01","UDLA",9698.4,3539.14,"United States","fiverr"
"2020-03-01","madisonjackson123",6912.56,1243.22,"Brazil","paypal"
"2019-03-01","jatalijatali",5919.71,1698.16,"United States","cash"
"2020-04-01","lifeaj130",8356.75,1973.09,"Spain","cash"
"2020-04-01","UBO",8182.56,3301.34,"Burkina Faso","fiverr"
"2019-01-01","lifeaj130",8643.39,2239.84,"Brazil","cash"
"2019-03-01","UDLA",10144.5,2975.56,"Spain","fiverr"
"2019-12-01","UDLA",7323.42,2253.88,"United States","cash"
"2019-10-01","lifeaj130",7945.11,3321.35,"Burkina Faso","fiverr"
"2019-02-01","ashleytaylor321",10842.58,4631.53,"Brazil","paypal"
"2019-10-01","UBO",9513.07,3277.21,"Brazil","cash"
"2019-08-01","UBO",6286.16,3947.47,"Brazil","cash"
"2019-02-01","lifeaj130",811.79,1496.41,"Brazil","cash"
"2019-11-01","brianjohnson654",8211.33,2489.15,"Germany","cash"
"2020-09-01","ericgarcia890",5367.2,720.73,"Brazil","paypal"
"2019-04-01","UDLA",7920.79,2576.61,"United States","fiverr"
"2019-12-01","danielrivera321",4879.21,3496.95,"United States","cash"
"2019-01-01","UBO",8245.93,2254.7,"Brazil","cash"
"2019-04-01","nataliechen567",8226.62,2347.37,"United States","cash"
"2019-08-01","nataliechen567",10335.76,4118.62,"Brazil","cash"
"2020-12-01","nataliechen567",8800.26,930.05,"Brazil","paypal"
"2019-08-01","advantagehayoor",7297.54,2054.91,"Spain","paypal"
"2020-12-01","laurasmith456",3345.66,2902.71,"Chile","fiverr"
"2020-07-01","lifeaj130",5179.46,1401.57,"Spain","fiverr"
"2020-09-01","jatalijatali",8339.33,1511.74,"Brazil","fiverr"
"2020-04-01","meganjackson789",7555.62,944.4525,"United States","fiverr"
"2020-06-01","UDLA",9308.2,2235.94,"United States","cash"
"2019-02-01","josephrivera789",5444.92,2365.98,"United States","cash"
"2019-01-01","rebeccakelly",10581.44,1596.66,"Brazil","cash"
"2020-03-01","brianjohnson654",7775.27,2162.85,"Brazil","cash"
"2020-01-01","kaylamartinez987",6653.6,1913.98,"Brazil","fiverr"
"2019-06-01","olivialopez567",8626.03,2896.93,"Brazil","cash"
"2020-09-01","olivialopez567",4035.82,2148.76,"Brazil","fiverr"
"2019-07-01","UDLA",10398.26,3115.92,"Brazil","cash"
"2019-07-01","UBO",5158.19,2569.71,"Brazil","cash"
"2020-07-01","robertmartin567",8484.17,2188.51,"United States","cash"
"2019-03-01","rebeccakelly",11859.55,1985.32,"Germany","cash"
"2019-09-01","elizabethkim456",12670.77,2856.21,"Brazil","fiverr"
"2019-10-01","jatalijatali",8608.21,3576.72,"United States","cash"
"2020-05-01","tt_gta",6168.77,3332.64,"Brazil","cash"
"2019-10-01","ryanmiller654",8521.2,2100.37,"Brazil","paypal"
"2020-11-01","advantagehayoor",7898.64,2960.63,"Brazil","fiverr"
"2020-03-01","hueydog1",11557.76,1374.43,"Brazil","fiverr"
"2020-04-01","brianjohnson654",10518.72,2170.61,"Brazil","cash"
"2020-06-01","meganjackson789",9593.02,1089.66,"United States","cash"
"2020-05-01","lifeaj130",9501.81,1998.01,"Brazil","fiverr"
"2019-01-01","ashleytaylor321",12016.02,2344.9,"Brazil","cash"
"2020-09-01","nataliechen567",7827.83,2626.81,"United States","cash"
"2019-11-01","jenniferbrown890",2456.86,2175.8,"United States","cash"
"2020-08-01","jameslee987",7968.6,3130.99,"Brazil","cash"
"2019-06-01","ashleytaylor321",10613.46,2449.53,"United States","cash"
"2019-07-01","mattmiller234",11273.19,3378.86,"Germany","cash"
"2020-06-01","laurenrodriguez654",9273.24,3258.12,"United States","fiverr"
"2019-08-01","peterpark789",7422.49,2097.63,"Chile","cash"
"2019-08-01","UBO",7386.05,3045.57,"Brazil","cash"
"2020-12-01","advantagehayoor",4418.21,2897.18,"Brazil","cash"
"2020-03-01","UDLA",9932.79,1168.28,"United States","cash"
"2020-05-01","lifeaj130",10807.52,3756.62,"United States","fiverr"
"2019-05-01","madisonjackson123",5679.61,1770.24,"Burkina Faso","fiverr"
"2019-05-01","brandicasey39",10049.34,2151.16,"Brazil","cash"
"2020-02-01","williamnguyen123",10301.02,2322.98,"Brazil","fiverr"
"2019-11-01","laurenrodriguez654",8062.43,2078.43,"Brazil","paypal"
"2019-11-01","UDLA",10747.27,1896.44,"Spain","paypal"
"2020-02-01","lifeaj130",7785.62,3007.49,"Brazil","cash"
"2020-04-01","chrisdavis890",9749.5,2555.86,"United States","cash"
"2020-12-01","jenniferbrown890",6455.29,3239.93,"Spain","fiverr"
"2019-04-01","ryanmiller654",8474.56,3426.88,"United States","cash"
"2019-11-01","mattmiller234",9971.67,2225.91,"Brazil","cash"
"2019-01-01","hueydog1",6795.96,2358.5,"Brazil","cash"
"2020-12-01","ryanmiller654",7592.75,3286.96,"Burkina Faso","cash"
"2019-03-01","UBO",9497.81,1521.42,"United States","cash"
"2020-06-01","williamnguyen123",6367.74,3527.64,"Chile","cash"
"2020-10-01","UBO",6951.35,3002.91,"United States","cash"
"2019-03-01","laurenrodriguez654",8793.36,2142.4,"Brazil","cash"
"2020-01-01","mattmiller234",7906.77,3968.19,"Burkina Faso","cash"
"2019-07-01","johndoe123",7183.66,3225.15,"Chile","cash"
"2020-06-01","elizabethkim456",11289.73,170.85,"Brazil","cash"
"2020-12-01","jatalijatali",8717.43,4604.32,"Brazil","cash"
"2019-09-01","mattmiller234",4739.04,3296.23,"Brazil","cash"
"2020-09-01","kaylamartinez987",7786.94,2258.02,"Brazil","cash"
"2020-09-01","UDLA",6355.54,2927.42,"Brazil","fiverr"
"2019-04-01","UDLA",5910.85,1995.06,"United States","cash"
"2019-08-01","ashleytaylor321",6304.27,2462.24,"United States","fiverr"
"2019-12-01","lifeaj130",8271.73,1155.68,"Brazil","cash"
"2020-01-01","brianjohnson654",6714.6,2413.58,"United States","paypal"
"2019-01-01","rebeccakelly",9322.07,2153.91,"Brazil","fiverr"
"2020-04-01","jatalijatali",8434.15,2622.21,"Brazil","cash"
"2019-03-01","williamnguyen123",10117.55,3863.66,"Brazil","cash"
"2020-03-01","elizabethkim456",9191.12,3701.15,"Brazil","paypal"
"2020-05-01","lifeaj130",10391.65,2364.98,"United States","cash"
"2020-06-01","rebeccakelly",11455.95,1164.02,"Brazil","fiverr"
"2019-06-01","nataliechen567",7874.85,3954.19,"Chile","cash"
"2019-04-01","lifeaj130",7932.56,2305.09,"United States","cash"
"2019-02-01","rebeccakelly",11270.18,1013.73,"United Arab Emirates","paypal"
"2019-07-01","laurenrodriguez654",9640.28,2127.63,"Germany","fiverr"
"2020-10-01","ericgarcia890",8936.97,3243.42,"Australia","cash"
"2019-05-01","UDLA",6216.88,750.12,"Brazil","cash"
"2020-11-01","chrisdavis890",4982.76,2580.18,"Brazil","fiverr"
"2019-08-01","advantagehayoor",7350.38,2890.54,"United States","fiverr"
